age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
19,0,249147,11,9,4,0,3,4,1,0,0,30,39,0
29,4,185019,2,8,4,8,1,3,1,0,0,40,39,0
19,4,44047,11,9,4,7,1,4,1,0,0,40,39,0
42,2,216411,7,12,2,1,5,4,0,0,0,35,33,1
45,2,61885,12,14,2,10,0,4,1,0,0,37,39,1
25,4,359985,4,3,4,1,1,4,0,0,0,33,26,0
45,4,171540,11,9,2,3,0,4,1,0,0,40,39,0
35,4,194668,14,15,4,10,1,4,1,99999,0,45,39,1
21,2,176998,11,9,4,10,1,4,1,0,0,40,39,0
62,4,138157,11,9,2,7,0,4,1,0,0,40,39,0
26,4,373553,15,10,2,1,5,4,0,0,0,42,39,0
28,4,206351,15,10,2,12,0,4,1,0,0,40,39,0
26,4,199143,11,9,2,6,0,4,1,0,0,50,39,0
18,0,85154,2,8,4,0,3,1,0,0,0,24,11,0
62,5,236096,11,9,0,4,1,2,1,0,0,40,39,0
53,4,167651,11,9,2,3,0,4,1,0,0,40,39,1
29,2,302422,8,11,4,11,1,4,1,0,1564,56,39,1
58,4,190747,11,9,2,7,0,4,1,0,0,40,39,0
31,4,19491,15,10,4,3,1,4,1,0,0,40,39,0
22,4,220603,15,10,4,12,3,4,0,0,0,25,39,0
27,4,138705,11,9,2,3,0,4,1,0,0,53,39,0
29,4,444304,9,13,2,10,0,4,1,0,0,40,39,1
29,4,109989,11,9,4,12,1,4,1,0,0,40,39,0
25,4,88922,11,9,2,14,0,2,1,0,0,40,39,0
63,0,331527,11,9,2,0,0,4,1,0,0,14,39,0
39,4,32650,8,11,4,5,1,4,1,0,0,60,39,0
19,4,164585,11,9,4,7,3,4,0,0,0,40,39,0
55,2,219074,15,10,0,1,1,2,0,0,0,55,39,1
56,4,118993,11,9,4,1,2,4,0,0,0,40,39,0
28,7,175409,15,10,5,1,1,4,0,0,0,40,39,0
45,4,353012,11,9,0,14,1,4,1,0,0,40,39,0
28,2,180271,9,13,2,6,0,4,1,0,0,65,39,1
29,4,221233,7,12,0,4,4,4,0,0,0,37,39,0
54,4,105428,11,9,2,3,0,4,1,0,0,40,39,0
36,6,240810,2,8,4,3,3,4,1,0,0,40,39,0
28,4,165030,15,10,4,4,1,4,0,0,0,50,39,0
30,6,176185,15,10,3,3,3,4,1,0,0,60,39,1
60,6,36568,6,5,2,14,0,4,1,0,0,70,39,0
34,4,69251,15,10,2,8,0,1,1,0,0,40,30,0
43,4,339814,15,10,2,10,0,4,1,5178,0,40,39,1
48,2,216689,11,9,2,3,0,4,1,0,0,40,39,0
23,6,188925,11,9,2,6,3,4,1,0,0,40,39,0
33,4,233149,2,8,0,7,3,4,1,0,0,40,39,0
26,7,53903,11,9,4,3,4,4,1,0,0,50,39,0
22,4,288132,15,10,4,12,3,4,0,0,0,35,39,0
61,4,204908,1,7,2,11,0,4,1,0,0,36,39,0
19,4,118535,15,10,4,8,3,4,0,0,0,20,39,0
25,4,91639,9,13,4,12,1,4,0,0,0,45,39,0
51,4,245873,15,10,2,1,5,4,0,0,0,40,39,0
52,4,164135,11,9,2,4,0,4,1,0,0,50,39,1
38,4,472604,9,13,2,8,0,4,1,0,0,35,26,0
46,4,102308,11,9,2,6,0,4,1,0,0,56,39,1
36,4,177285,8,11,4,10,4,2,0,0,0,38,39,0
42,4,416506,7,12,4,13,1,4,1,14084,0,36,39,1
62,0,123992,11,9,2,0,0,4,1,0,0,40,39,0
43,4,163434,11,9,2,3,0,4,1,0,0,40,39,1
31,4,197672,9,13,2,10,0,4,1,0,0,40,39,0
46,4,116338,12,14,4,10,1,4,0,0,0,40,39,0
20,4,194686,15,10,4,6,2,4,1,0,0,15,39,0
33,2,194901,9,13,2,10,0,4,1,0,0,40,39,1
37,4,127048,15,10,2,1,5,4,0,0,0,40,39,0
29,4,145490,1,7,2,8,0,4,1,0,0,40,39,0
18,4,92008,11,9,4,6,2,4,0,0,0,28,39,0
35,4,138992,12,14,2,10,2,4,1,7298,0,40,39,1
49,0,350759,11,9,2,0,0,4,1,0,0,40,39,0
51,4,185283,15,10,2,4,0,4,1,0,0,45,39,1
21,4,198259,15,10,4,1,3,4,0,0,0,15,39,0
44,4,71269,15,10,0,4,1,4,1,0,0,50,39,0
42,4,145175,15,10,2,7,0,4,1,0,0,40,39,0
55,4,229029,9,13,2,4,0,4,1,15024,0,48,39,1
46,4,117849,12,14,2,4,0,4,1,99999,0,50,39,1
57,6,275943,5,4,2,10,0,4,1,0,0,40,0,0
26,4,227489,15,10,4,6,2,2,1,0,0,40,0,0
38,4,32897,1,7,0,12,4,4,0,0,0,40,39,0
44,4,242521,9,13,2,12,0,4,1,7688,0,50,39,1
50,4,182907,11,9,4,6,3,4,1,0,0,25,39,0
26,4,116991,11,9,2,3,0,4,1,0,0,40,39,1
60,4,166330,11,9,2,1,5,4,0,0,0,40,39,0
53,4,271918,6,5,2,14,0,2,1,0,0,40,39,0
64,5,51286,12,14,2,12,0,4,1,6418,0,65,39,1
67,6,98921,7,12,2,4,0,4,1,0,0,50,39,0
28,4,25684,11,9,4,10,1,0,0,0,0,40,39,0
32,4,155232,9,13,0,11,1,2,1,0,0,60,39,1
39,2,20308,9,13,2,10,0,4,1,0,0,40,39,1
30,7,157990,11,9,2,1,0,4,1,0,0,40,39,0
52,4,266529,15,10,2,10,0,4,1,0,0,45,39,1
29,4,176760,14,15,4,10,1,1,1,0,0,55,39,0
58,4,223400,7,12,2,9,2,4,0,0,0,35,31,0
43,4,180599,11,9,2,3,0,4,1,0,0,55,39,0
31,2,83671,15,10,4,1,1,2,0,0,0,40,39,0
29,4,144808,15,10,2,4,3,2,0,0,0,40,39,0
44,4,323627,9,13,4,4,1,4,0,0,0,5,39,0
27,6,114225,15,10,4,4,1,4,1,0,0,60,39,1
46,6,27847,11,9,2,3,0,4,1,0,0,48,39,1
42,6,177937,9,13,3,4,1,4,1,0,0,45,31,0
27,9,200381,15,10,4,15,3,4,0,0,0,40,39,0
17,4,167658,2,8,4,12,3,4,0,0,0,6,39,0
29,4,35314,15,10,0,1,4,4,0,0,0,20,39,0
43,4,334946,11,9,2,6,0,2,1,0,0,40,39,0
48,4,240629,11,9,0,14,1,4,1,0,0,65,39,0
37,7,46814,9,13,4,10,1,4,1,0,0,38,39,0
20,4,256240,11,9,4,8,3,4,1,0,0,30,39,0
57,4,26716,9,13,0,3,1,4,1,0,0,45,39,0
47,4,159550,11,9,0,1,1,2,0,0,0,40,39,0
51,4,138514,8,11,0,13,4,2,0,0,0,48,39,0
56,4,152874,9,13,0,10,4,2,0,0,1741,40,39,0
25,7,180884,15,10,2,1,5,2,0,0,0,40,39,0
23,4,198368,7,12,4,12,1,4,1,0,0,40,39,0
47,4,369438,15,10,2,3,0,2,1,0,0,30,39,1
17,9,197732,1,7,4,15,3,4,0,0,0,20,9,0
22,4,264765,15,10,4,5,3,4,1,0,0,10,39,0
44,4,231348,15,10,0,12,1,4,1,0,0,40,39,0
52,4,117496,9,13,0,10,4,4,0,0,1755,40,39,1
26,4,380674,11,9,4,6,3,4,1,0,0,52,39,0
36,4,248708,7,12,4,3,1,4,1,0,0,40,39,0
18,4,240543,1,7,4,8,3,4,0,0,0,20,39,0
37,4,161141,8,11,2,3,0,4,1,0,0,40,32,1
39,4,106838,15,10,2,12,0,4,1,4386,0,45,39,1
27,4,106758,11,9,0,1,4,4,0,0,0,45,39,0
47,4,88564,4,3,4,7,3,4,1,0,0,20,39,0
25,4,112835,9,13,4,10,1,4,1,0,0,40,39,0
26,4,101027,11,9,2,12,0,4,1,0,0,48,39,0
22,4,125010,9,13,4,10,1,4,0,0,0,30,39,0
53,4,111939,9,13,2,8,0,4,1,0,0,35,39,0
18,9,197057,0,6,4,15,3,2,1,0,0,40,39,0
46,4,72896,15,10,2,4,0,4,1,0,0,50,39,0
24,4,185452,9,13,4,13,1,4,0,0,0,50,39,0
25,4,178037,11,9,2,14,0,4,1,0,0,40,39,0
39,4,191807,11,9,4,7,4,4,1,0,0,48,39,0
23,4,131699,15,10,4,12,3,2,0,0,0,14,39,0
18,5,119422,11,9,4,8,4,1,0,0,0,30,19,0
29,4,272913,11,9,2,1,0,4,1,0,0,30,26,0
49,4,41294,15,10,0,1,1,4,0,0,0,40,39,0
67,2,256821,11,9,0,11,1,2,1,0,0,20,39,0
46,4,72896,6,5,2,7,0,4,1,0,0,43,39,0
48,4,332465,9,13,2,10,0,4,1,0,0,35,39,0
64,4,169604,1,7,2,14,0,4,1,0,0,40,39,0
29,4,535978,15,10,2,3,0,4,1,0,0,45,39,0
52,4,55608,3,2,2,7,0,4,1,0,0,40,26,0
58,6,100606,11,9,2,12,0,4,1,0,0,50,39,0
33,4,155475,11,9,2,12,0,4,1,0,0,40,39,0
38,6,414991,11,9,2,7,0,4,1,0,0,70,0,0
50,4,150999,12,14,2,10,0,4,1,0,1977,40,39,1
74,1,39890,15,10,6,14,1,4,0,0,0,18,39,0
28,4,269246,1,7,2,5,0,4,1,0,0,40,39,0
43,4,193882,15,10,2,14,0,4,1,0,0,50,39,0
43,1,155106,9,13,2,6,0,4,1,0,0,53,39,0
36,4,175643,11,9,2,3,0,4,1,0,0,35,39,0
47,2,128401,10,16,4,10,4,4,0,0,0,40,39,0
26,4,211695,9,13,4,10,3,4,1,0,0,40,39,0
20,4,224640,7,12,4,4,3,4,0,0,0,40,39,0
45,4,201699,15,10,2,14,0,4,1,0,1628,40,39,0
52,4,125932,5,4,6,8,1,4,0,0,0,40,39,0
34,4,61308,11,9,2,4,0,4,1,0,0,45,39,0
37,4,218490,12,14,2,4,0,4,1,0,0,55,8,1
20,4,203263,2,8,4,8,3,4,1,0,0,35,39,0
29,4,351324,9,13,4,12,3,4,0,0,0,40,39,0
44,4,144925,15,10,0,7,1,4,1,3325,0,40,39,0
49,4,128736,9,13,4,10,4,4,0,0,0,40,39,0
20,9,49819,15,10,4,15,3,4,0,0,0,40,39,0
46,4,149388,9,13,2,3,0,4,1,0,0,40,39,1
19,4,109005,15,10,4,10,3,4,0,0,0,40,39,0
48,5,88564,15,10,0,5,1,4,1,0,0,45,39,0
74,4,322789,0,6,2,11,0,4,1,0,1411,40,39,0
26,4,195067,9,13,2,12,0,4,1,0,0,40,39,0
61,6,184009,9,13,4,4,1,4,0,0,2444,50,39,1
60,4,165441,5,4,0,7,4,4,0,0,0,40,39,0
23,4,196508,15,10,4,6,3,2,0,0,0,40,39,0
26,4,167350,11,9,4,14,3,4,1,0,0,50,39,0
54,4,466502,5,4,6,8,4,4,1,0,0,30,39,0
18,4,137363,2,8,4,8,3,4,0,0,0,20,39,0
21,9,201418,15,10,4,15,3,4,1,0,0,30,39,0
31,4,162572,9,13,2,4,0,4,1,0,0,40,39,0
22,4,51985,15,10,4,3,3,4,1,0,0,30,39,0
32,4,213887,15,10,0,7,4,4,1,0,0,45,39,0
37,4,143058,15,10,2,3,0,4,1,0,0,40,39,0
39,4,341741,13,1,4,8,1,4,0,0,0,12,39,0
51,4,153486,15,10,2,6,0,4,1,0,0,40,39,0
50,1,111700,12,14,4,4,1,4,0,0,0,50,39,0
36,4,118909,7,12,4,1,4,2,0,0,0,40,23,0
64,6,213945,11,9,2,3,0,4,1,0,0,50,39,0
23,4,55674,9,13,4,11,1,4,0,2907,0,40,39,0
28,0,308493,11,9,2,0,5,4,0,0,0,17,16,0
17,4,110798,1,7,4,12,3,4,0,0,0,20,39,0
24,4,291355,15,10,0,1,1,4,0,0,0,60,39,0
38,4,112093,1,7,2,14,0,4,1,0,0,40,39,0
51,4,163027,11,9,0,6,4,4,0,0,0,20,39,0
58,2,156649,3,2,6,6,4,2,1,0,0,40,39,0
56,6,220187,15,10,2,8,0,4,1,0,0,45,39,1
25,4,230403,9,13,2,8,5,4,0,0,0,40,39,0
27,4,69757,15,10,4,1,1,4,0,0,0,60,39,0
48,4,138342,11,9,2,3,0,4,1,0,1485,55,39,1
45,6,305474,0,6,2,3,0,2,1,0,0,40,14,0
28,4,360224,11,9,2,14,0,4,1,0,0,50,39,0
48,5,302612,12,14,2,8,0,4,1,0,0,40,39,0
25,4,60358,9,13,4,4,3,4,1,0,0,40,39,0
44,4,192014,9,13,5,4,1,4,1,0,0,38,39,0
22,4,308334,11,9,4,8,3,4,0,0,0,19,39,0
60,4,74422,4,3,2,5,0,4,1,0,0,44,26,0
58,4,83542,11,9,4,8,1,4,1,0,0,40,39,0
58,4,33350,11,9,0,8,4,4,0,0,0,35,39,0
19,4,331433,11,9,4,11,1,4,1,0,0,32,39,0
42,4,118212,6,5,2,14,0,4,1,0,0,40,39,0
61,4,136262,11,9,2,4,0,4,1,0,0,50,39,1
29,4,57889,9,13,2,12,0,4,1,0,0,45,39,1
47,7,61062,10,16,5,4,3,1,1,2354,0,45,39,0
48,0,353824,15,10,2,0,0,4,1,0,0,40,0,1
29,0,297054,11,9,0,0,1,4,1,0,0,40,39,0
36,4,117073,11,9,4,3,3,4,1,0,0,40,39,0
54,4,24108,15,10,5,4,1,4,0,0,0,40,39,0
26,4,176008,11,9,0,1,3,4,0,0,0,40,39,0
44,4,267717,12,14,2,3,0,4,1,15024,0,45,39,1
52,2,137753,11,9,2,8,5,2,0,0,0,20,39,0
35,4,356250,14,15,2,12,0,1,1,0,0,35,3,0
35,4,185556,12,14,2,10,0,4,1,0,1887,40,39,1
55,7,197399,12,14,2,10,0,4,1,0,0,40,39,0
27,4,182843,11,9,0,8,4,4,1,0,0,40,39,0
23,7,340605,9,13,4,1,1,4,0,0,0,12,39,0
23,4,57898,15,10,4,5,1,4,1,0,0,30,39,0
30,9,121775,8,11,4,15,1,4,1,0,0,30,39,0
51,9,189762,15,10,2,15,5,4,0,0,0,18,39,0
49,5,141058,15,10,0,4,1,4,1,0,2339,50,39,0
70,4,117464,11,9,2,8,0,4,1,0,0,16,39,0
24,4,263498,1,7,4,3,1,4,1,0,0,40,39,0
49,4,31267,5,4,2,3,0,4,1,0,0,40,39,0
40,7,285000,9,13,0,1,4,2,0,0,0,40,39,0
19,4,393712,11,9,4,1,3,4,0,0,0,20,39,0
45,4,33794,12,14,2,8,0,4,1,0,0,40,39,0
49,0,296892,11,9,2,0,0,4,1,0,0,40,33,0
25,4,352806,11,9,0,8,1,4,0,0,0,40,26,0
37,4,371576,15,10,5,7,1,2,1,0,0,40,39,0
40,4,572751,14,15,2,3,0,4,1,5178,0,40,26,1
22,4,362309,15,10,4,8,3,4,1,0,0,35,39,0
63,4,223637,11,9,4,8,1,2,0,0,0,50,39,0
35,4,179579,11,9,2,1,0,4,1,0,0,45,39,0
51,4,214840,15,10,2,3,0,4,1,0,0,48,39,1
41,4,207779,11,9,5,8,1,4,0,0,0,40,39,0
25,4,109419,11,9,4,1,3,4,0,0,0,40,39,0
36,4,132879,3,2,2,6,0,4,1,0,0,40,22,0
43,4,398959,15,10,2,3,0,4,1,0,0,40,39,0
56,6,176280,11,9,0,8,1,4,1,0,0,50,39,0
58,0,361870,11,9,2,0,0,2,1,0,0,30,39,0
45,2,192793,15,10,2,11,0,4,1,0,0,40,39,1
34,4,162113,15,10,2,4,5,4,0,0,0,48,39,1
41,4,215219,11,9,0,3,1,4,0,0,0,40,39,0
57,4,102442,15,10,0,1,4,4,0,0,0,40,39,0
56,4,314727,11,9,2,3,0,4,1,0,0,35,39,1
51,4,158948,11,9,2,14,0,4,1,0,0,84,39,1
53,1,39643,11,9,6,4,1,4,0,0,0,58,39,0
56,4,142182,8,11,2,3,0,4,1,0,0,45,39,1
17,4,141590,1,7,4,9,3,4,0,0,0,12,39,0
32,4,103608,9,13,2,6,0,1,1,0,0,40,39,0
34,4,113129,7,12,2,12,0,4,1,0,0,38,39,1
38,4,192337,12,14,2,10,0,4,1,0,0,40,9,1
20,4,60639,15,10,4,8,1,4,0,0,0,40,39,0
39,4,150057,15,10,2,3,0,4,1,0,0,55,39,1
51,4,24344,7,12,4,1,1,4,0,0,0,40,39,0
68,5,140852,11,9,2,12,0,4,1,0,0,40,39,0
34,4,130078,12,14,2,10,5,4,0,7688,0,32,42,1
53,4,42740,15,10,5,8,3,4,0,0,0,39,39,0
36,4,150042,11,9,4,1,3,4,0,0,0,40,39,0
28,4,112917,8,11,2,13,0,3,1,0,0,40,26,0
22,0,179973,8,11,4,0,3,4,1,0,0,40,39,0
45,6,31478,9,13,2,12,0,4,1,2829,0,60,39,0
58,0,150031,15,10,4,0,1,4,0,0,0,40,39,0
37,1,54595,11,9,4,1,4,2,0,0,0,40,39,0
35,4,186110,11,9,0,14,1,4,1,0,0,45,39,0
25,2,84224,9,13,4,10,1,4,0,0,0,40,39,0
59,4,177120,6,5,2,8,0,4,1,0,0,40,39,0
42,2,142049,15,10,0,13,4,4,0,0,0,32,39,0
22,4,283499,11,9,4,14,1,4,1,0,0,35,39,0
26,4,157708,15,10,4,1,1,4,0,0,0,40,39,0
46,4,212944,1,7,2,3,0,4,1,0,0,32,39,0
34,4,180714,15,10,2,14,0,2,1,0,2179,40,39,0
60,4,325971,11,9,2,7,0,4,1,7688,0,40,39,1
29,7,301582,15,10,2,11,0,4,1,0,0,40,39,0
18,4,229296,11,9,4,6,3,4,1,0,0,35,39,0
51,4,207246,15,10,2,1,5,4,0,0,1902,40,39,1
30,2,197886,7,12,4,6,1,4,1,0,0,40,39,0
62,0,94931,8,11,2,0,0,4,1,3411,0,40,39,0
58,4,136951,9,13,2,1,0,1,1,0,0,40,30,0
29,1,309778,15,10,2,13,0,4,1,0,0,40,39,1
21,9,108670,15,10,4,15,3,4,0,0,0,40,39,0
67,6,364862,11,9,6,8,1,4,0,0,0,30,39,0
18,9,151866,15,10,4,15,3,4,0,0,0,30,39,0
48,1,72896,11,9,2,6,0,4,1,0,0,40,39,0
61,6,48846,10,16,2,10,0,4,1,0,0,55,39,1
38,6,255503,1,7,0,4,1,4,1,0,0,55,39,0
58,4,107897,9,13,2,4,0,4,1,7688,0,40,39,1
26,4,236242,14,15,4,10,1,4,0,0,0,30,39,0
28,6,204984,9,13,4,13,1,4,1,0,0,45,39,0
19,0,57329,15,10,4,0,3,4,0,0,0,30,24,0
39,4,109351,8,11,5,1,1,4,0,0,0,40,39,0
19,4,66838,15,10,4,12,3,4,0,0,0,9,39,0
24,4,200295,15,10,4,8,1,4,1,0,0,30,39,0
73,9,86709,15,10,4,15,1,1,1,0,0,38,39,0
59,4,329059,9,13,4,3,1,4,1,0,0,50,39,0
58,4,212534,11,9,2,3,0,4,1,0,0,40,39,0
39,4,382802,0,6,6,7,1,2,1,0,1590,40,39,0
21,4,223352,11,9,4,8,1,4,0,1055,0,30,39,0
55,4,204334,14,15,2,4,0,4,1,0,1977,55,9,1
47,4,102308,9,13,2,10,0,4,1,0,0,50,39,1
28,4,68393,11,9,4,8,1,4,0,0,0,46,39,0
52,4,222646,2,8,5,7,2,4,0,0,0,40,5,0
43,4,236936,11,9,0,4,4,4,0,0,0,47,39,1
50,4,189811,9,13,2,4,0,4,1,0,0,40,39,1
19,7,165289,15,10,4,8,3,4,0,0,0,40,39,0
65,0,273569,11,9,6,0,4,4,1,0,0,40,39,0
26,4,151971,15,10,4,6,4,4,1,0,0,35,39,0
56,4,41100,12,14,0,4,1,4,0,0,0,40,39,1
27,4,309196,7,12,4,4,1,4,0,0,0,40,39,0
38,4,171150,7,12,2,10,0,4,1,0,0,40,39,1
38,4,258761,11,9,0,4,1,4,1,0,0,50,39,0
66,0,314347,11,9,2,0,0,2,1,0,0,40,39,0
23,4,140798,9,13,4,1,1,4,0,0,0,40,39,0
31,4,87891,15,10,2,1,0,4,1,0,0,40,39,0
28,4,110145,6,5,2,7,0,4,1,0,0,40,39,0
48,4,149640,11,9,2,14,0,4,1,0,0,40,39,0
27,2,191202,11,9,4,8,3,4,1,0,0,45,39,0
32,4,321313,12,14,4,12,3,2,1,0,0,40,39,0
43,4,190885,5,4,6,8,4,4,0,0,0,38,26,0
43,4,175224,11,9,2,8,0,4,1,0,0,60,27,0
37,4,210830,8,11,0,10,4,4,0,0,0,38,39,0
30,6,131584,8,11,4,3,3,4,1,0,0,60,39,0
67,4,126849,0,6,2,14,0,0,1,0,0,20,39,0
42,4,149102,7,12,4,4,1,4,1,0,0,45,39,0
22,4,72887,15,10,4,8,3,1,1,0,0,24,39,0
48,4,304791,15,10,6,1,1,4,0,0,0,40,39,0
25,4,111058,15,10,4,1,1,4,1,0,1980,40,39,0
41,4,160785,15,10,2,4,0,4,1,0,0,60,39,1
33,4,441949,15,10,4,6,3,4,1,0,0,24,39,0
25,4,281209,11,9,2,14,0,4,1,0,0,40,39,0
46,4,375606,10,16,4,10,1,4,1,0,0,40,39,1
41,4,80666,15,10,2,10,0,4,1,0,0,50,39,1
36,4,179731,11,9,4,9,2,4,0,0,0,20,42,0
45,6,328051,12,14,4,10,1,4,0,0,0,60,39,0
47,4,456661,5,4,2,3,0,4,1,0,0,40,26,0
34,4,203463,15,10,0,12,1,4,0,0,0,40,39,0
47,4,89146,11,9,2,14,0,0,1,0,0,40,39,1
46,4,235334,12,14,2,4,0,2,1,99999,0,60,39,1
76,2,169133,15,10,6,1,1,4,0,0,0,30,39,0
35,4,190194,11,9,4,1,1,4,0,0,0,40,39,0
29,4,125131,11,9,2,7,5,4,0,0,0,40,39,1
51,4,215854,9,13,0,10,1,4,0,0,0,50,39,0
40,4,234397,9,13,2,11,0,2,1,0,0,40,39,1
63,5,222289,11,9,2,4,0,4,1,0,0,40,39,1
38,4,292570,15,10,4,12,3,4,0,0,0,50,39,0
26,4,190762,15,10,2,12,0,4,1,0,0,18,39,0
30,2,289442,11,9,4,11,1,4,1,0,0,40,39,0
34,4,118584,9,13,4,4,1,4,0,0,0,40,39,0
44,7,115932,12,14,2,4,0,4,1,0,0,40,39,0
29,2,132412,9,13,4,6,3,4,1,0,0,40,39,0
20,4,318036,11,9,4,8,1,4,1,0,0,40,39,0
24,2,52262,15,10,4,1,1,4,1,0,0,40,39,0
43,4,191712,9,13,4,1,1,4,1,0,1741,40,39,0
33,4,473133,10,16,2,10,0,4,1,15024,0,50,39,1
28,4,176683,8,11,2,13,0,4,1,0,0,70,39,1
40,4,51233,9,13,0,7,4,4,0,0,0,38,39,0
68,4,211287,12,14,2,4,0,4,1,0,2392,40,39,1
51,9,285200,11,9,2,15,0,4,1,2105,0,24,39,0
46,4,182862,9,13,2,4,0,4,1,0,0,32,39,0
39,4,100032,11,9,2,11,5,4,0,0,0,15,39,1
26,4,385278,11,9,2,4,0,2,1,0,0,60,39,0
19,4,105908,11,9,4,6,2,4,1,0,0,70,39,0
36,9,320183,1,7,4,15,3,2,1,0,0,24,39,0
52,4,45599,11,9,2,3,0,4,1,0,0,50,42,0
20,1,114365,11,9,4,1,3,4,0,0,0,40,39,0
36,4,447346,11,9,2,12,0,4,1,0,0,50,39,1
47,4,145636,11,9,2,7,0,4,1,0,0,40,39,1
56,4,65325,9,13,2,1,0,4,1,0,0,50,39,0
67,2,190661,10,16,4,10,1,4,0,7896,0,50,39,1
48,6,221464,1,7,2,4,5,4,0,0,0,30,39,1
54,4,28518,11,9,2,12,0,4,1,0,0,50,39,1
36,6,206520,9,13,4,3,3,4,1,0,0,40,39,0
20,4,83141,11,9,4,7,3,4,1,4416,0,53,39,0
42,4,33895,9,13,0,1,1,4,0,0,0,40,39,0
36,6,138940,9,13,2,4,0,4,1,4386,0,50,39,1
41,4,166813,15,10,2,12,0,4,1,0,0,55,39,0
25,4,137951,11,9,4,1,4,4,0,0,0,30,39,0
21,4,364685,1,7,4,13,3,4,0,0,0,35,39,0
35,4,112271,15,10,2,3,0,4,1,0,0,45,39,0
20,7,126822,15,10,4,10,3,4,0,0,0,15,39,0
38,4,234298,9,13,0,4,1,4,1,6849,0,60,39,0
36,4,145704,11,9,0,7,4,4,0,0,0,40,39,0
31,4,191001,11,9,4,12,1,4,0,0,0,40,39,0
29,0,189282,11,9,2,0,1,4,0,0,0,27,39,0
61,0,69285,11,9,2,0,0,4,1,0,0,37,39,0
38,4,205493,11,9,2,4,5,4,0,0,0,60,39,1
41,4,230961,11,9,2,1,0,4,1,0,0,40,39,0
28,4,230856,15,10,4,10,1,2,0,3325,0,50,39,0
41,4,247081,15,10,2,1,0,4,1,0,0,40,39,1
19,4,145844,7,12,4,4,1,4,0,0,0,50,39,0
54,6,154785,9,13,0,4,1,4,1,0,0,50,39,0
28,4,156300,12,14,4,4,1,2,0,0,0,45,39,0
54,6,308087,12,14,0,10,1,4,1,0,0,30,39,0
29,4,285419,2,8,4,13,1,4,1,0,0,40,39,0
46,4,465974,1,7,4,14,3,4,1,0,0,30,39,0
29,1,196912,9,13,4,10,1,2,1,0,0,40,39,0
46,4,220269,15,10,2,13,0,4,1,0,0,40,39,1
39,4,144638,12,14,0,10,1,4,0,0,0,45,39,1
38,7,462832,15,10,2,4,5,2,0,0,0,40,38,0
22,4,215074,15,10,2,8,0,0,1,0,0,40,39,0
27,4,29261,7,12,4,8,2,4,1,0,0,42,39,0
24,1,42251,9,13,4,10,1,4,0,0,0,30,39,0
23,7,35633,15,10,4,8,1,4,1,0,0,50,39,0
31,4,198452,15,10,2,7,5,4,0,0,0,18,39,0
43,2,115603,15,10,0,1,4,4,0,0,0,40,39,0
53,4,175029,11,9,2,4,0,4,1,0,0,50,39,1
17,0,148769,11,9,4,0,3,2,1,0,0,40,39,0
22,0,139324,6,5,4,0,4,2,0,0,0,36,39,0
45,2,310260,9,13,2,10,0,4,1,0,0,50,39,1
39,4,115418,15,10,4,1,3,4,0,2174,0,45,39,0
23,4,396099,11,9,4,8,1,4,0,0,0,25,39,0
35,6,134498,15,10,4,4,3,4,1,0,0,45,39,1
33,7,425785,8,11,2,10,0,4,1,0,0,40,39,0
37,4,221850,12,14,2,4,0,4,1,0,0,50,7,1
73,6,300404,15,10,2,12,0,4,1,0,0,6,39,1
81,4,122651,15,10,2,12,0,4,1,0,0,15,39,0
43,4,154568,11,9,2,13,0,1,1,0,0,40,40,1
43,2,163434,9,13,2,11,0,4,1,0,0,55,39,1
54,6,200960,9,13,2,12,0,4,1,0,0,50,39,1
77,9,153113,14,15,2,15,0,4,1,1455,0,25,39,0
46,4,99014,15,10,0,8,3,4,0,0,0,35,39,0
36,6,164526,12,14,4,12,1,4,1,10520,0,45,39,1
23,4,201138,15,10,4,1,1,4,0,0,0,8,39,0
30,5,191571,15,10,4,4,1,4,0,0,0,40,39,1
24,4,161092,15,10,2,1,0,4,1,7298,0,40,39,1
42,7,197344,11,9,2,7,0,4,1,0,0,40,39,0
23,6,289116,11,9,0,8,4,4,0,0,0,50,39,0
65,6,176835,12,14,3,10,1,4,0,7978,0,40,39,0
24,4,250630,9,13,4,12,4,4,0,0,0,45,39,0
45,4,188998,12,14,0,10,1,4,1,0,0,38,39,0
21,4,275190,15,10,4,12,3,4,0,0,0,20,39,0
31,4,279680,15,10,2,6,0,4,1,0,0,45,39,0
23,4,216811,11,9,4,7,3,4,0,0,0,16,39,0
17,4,91141,0,6,4,12,3,4,1,0,0,8,39,0
44,4,192976,11,9,2,14,0,0,1,0,0,40,39,0
19,4,105289,0,6,4,8,2,2,0,0,0,20,39,0
50,4,129673,9,13,0,4,1,4,0,0,0,50,39,1
41,4,229472,11,9,4,8,1,4,0,0,0,40,39,0
18,4,175752,11,9,4,6,3,4,1,0,0,30,39,0
42,1,158926,7,12,0,10,4,1,0,0,0,40,30,1
60,6,193038,15,10,2,5,0,4,1,0,0,15,39,0
22,4,203182,9,13,4,4,4,4,0,0,0,30,39,0
24,2,161092,11,9,4,8,3,4,1,0,0,40,39,0
43,6,245056,13,1,2,14,0,2,1,0,0,40,14,0
46,1,199925,9,13,0,10,1,4,1,0,0,40,39,0
29,4,56630,8,11,2,1,0,4,1,0,0,40,39,0
